batch,box,edition_seq_num,filepath,geographic_coverage,image,lccn,name,ocr,page_seq_num,page_url,place_of_publication,pub_date,publisher,score,url,id,choice
dlc_oliver_ver01,"[0.7320510906604129, 0.5832134184021565, 0.8479390669266015, 0.6689599050140927]",1,dlc_oliver_ver01/data/sn83045462/00280600659/1930070101/0187/014_6_91.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_oliver_ver01%2Fdata%2Fsn83045462%2F00280600659%2F1930070101%2F0187.jp2/pct:73.2,58.33,11.59,8.58/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['MOTT', 'MOTORS,', 'Inc.', '“HUPMOBILE!”', 'Better', 'Used', 'C&ri', '1520', '14th', 'St.', 'N.W.', 'DECATUR', '4341']",187,https://chroniclingamerica.loc.gov/data/batches/dlc_oliver_ver01/data/sn83045462/00280600659/1930070101/0187.jp2,"Washington, D.C.",1930-07-01,W.D. Wallach & Hope,0.9176664352416992,https://news-navigator.labs.loc.gov/data/dlc_oliver_ver01/data/sn83045462/00280600659/1930070101/0187/014_6_91.jpg,874,text_only
dlc_1picasso_ver01,"[0.7326458912350867, 0.22805068072150736, 0.9667972721919061, 0.35696250513980265]",1,dlc_1picasso_ver01/data/sn83045462/00280602206/1940032101/0668/001_6_99.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_1picasso_ver01%2Fdata%2Fsn83045462%2F00280602206%2F1940032101%2F0668.jp2/pct:73.26,22.81,23.42,12.9/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['—', 'AS', 'ALWAYS', '—', 'WE', 'SELL', 'for', 'LESS', 'ON', 'ALL', 'PHOTO', 'SUPPLIES', '•', '8', 'mm.', 'Pan', '$1.29', '•', '16', 'mm.', '100', 'ft.', 'pan', '$2.94', 'ROLL', 'FILM', '•', '120.', 'I7c', '•', 'ii«', '-.I9c', '8', 'mm.', 'KODACHROME', 'sz.', '*2-35', 'None', 'Sold', 'to', 'Dealer', '§']",668,https://chroniclingamerica.loc.gov/data/batches/dlc_1picasso_ver01/data/sn83045462/00280602206/1940032101/0668.jp2,"Washington, D.C.",1940-03-21,W.D. Wallach & Hope,0.9929786324501038,https://news-navigator.labs.loc.gov/data/dlc_1picasso_ver01/data/sn83045462/00280602206/1940032101/0668/001_6_99.jpg,931,visual
msar_kaolin_ver01,"[0.4433106698131109, 0.6744490664229433, 0.7064997957781027, 0.9715473924946582]",1,msar_kaolin_ver01/data/sn84024271/00383344839/1950100501/0843/002_6_97.jpg,['Mississippi--Holmes--Lexington'],"https://chroniclingamerica.loc.gov/iiif/2/msar_kaolin_ver01%2Fdata%2Fsn84024271%2F00383344839%2F1950100501%2F0843.jp2/pct:44.33,67.45,26.32,29.71/!400,400/0/default.jpg",sn84024271,The Lexington advertiser. [volume],[],843,https://chroniclingamerica.loc.gov/data/batches/msar_kaolin_ver01/data/sn84024271/00383344839/1950100501/0843.jp2,"Lexington, Miss.",1950-10-05,Advertiser Pub. Co.,0.9705632328987122,https://news-navigator.labs.loc.gov/data/msar_kaolin_ver01/data/sn84024271/00383344839/1950100501/0843/002_6_97.jpg,1007,text_only
iune_juliet_ver01,"[0.44604681934099744, 0.022985898022841747, 0.6105400441224094, 0.8468871224071165]",1,iune_juliet_ver01/data/sn88074143/00280761461/1870032601/1489/002_6_93.jpg,['Illinois--Alexander County--Cairo'],"https://chroniclingamerica.loc.gov/iiif/2/iune_juliet_ver01%2Fdata%2Fsn88074143%2F00280761461%2F1870032601%2F1489.jp2/pct:44.6,2.3,16.45,82.4/!400,400/0/default.jpg",sn88074143,The Cairo evening bulletin.,"[""HINDS'S"", 'COLUMN,', '?AIII0', 'CITT', 'wiia', 'artoAr', 'riitiinmi', 'i,', ""i'Ai."", 'cur.', 'POBffiEBiie', 'CAIRO', 'TRANSFER', 'CO', 'THROUGH', 'BILLS', 'UDIHG', ""('I"", 'veil', 'lit', 'till', 'AMiilnlile', ""I'ointN,"", 'BY', 'RAIL', 'OR', 'BY', 'WATER', 'St.', 'Louis,', 'Cairo', '&', 'New', 'Orleans', 'Packet', 'Co.', 'Til', 't.', 'Ti', 'l', 'l', 'liv', ""niwii.Aii'"", 'if', '.', ""KNTU'KKN,"", 'Jtaaln.', '1.', '1', 'y.', 'c.', 'i', 'i.r', 'UOMJIO.N', 'W', 'IIAII', 'll', 'CI1H4AT', ""Ur.I'LllI.H"", 'T.r.ii.', "".'iier,"", ""'ll.Nl.V,"", 'Maktnr,', 'AN', 'liiiOK,', 'Ma.tei', '...', '....', '...H..1.II1', 'piiwiri,', ""'I'lKOlIVSON"", ""li:A.M..l'KI,rKK."", 'Master', '(itiKK.-v.', 'Jia-.ier,', 'CU', 'V', 'Or', 'AMO.V', 'YOHK.', 'Maler', '.Mii;i)ltli.', 'Mmter.', 'oi.ivk', 'ni(.:', 'ii.', '.', 'nor.i.ii:', 'Aiu.r.', ""CIIMIAWI'A"", 'I.', 'V.', '11.', 'Alll', 'lll', 'It', 'AIII.K,', 'MaMer.', '..', 'MefLOr,', '.Ma.ter.', ""ltl'sK."", 'Planter.', 'C.-oipri-i', 'ail', ""i'ii!"", 'Ilue.t', 'and', 'Ir2t', 'lioktK', 'out', 'ol', 'Ml.', 'I.ouu.', ""1'orNVw"", ').-lrnn', 'Ti.Mramrr', 'Pauline', 'Carroll,', ',', '....)!', 'aater,', 'v.ill', '.', 'im', 'KIIIIU1', 'KVKNINU,', 'Mmh', 'sh,', 'eanaeetitu', 't', 'Ne', 'Orlen', 'with', 'Ofean', 'Line', 'of', ""Mi'Arnf"", 'r', 'to', 'Liverpool,', 'Xrw', 'Voili.', 'lloilnu,', 'hiiiI', '()!', 'i', 'r.toii,', ""'i'rxna."", ""l'aeii(er"", 'nnd', 'Mutipera', 'csx', 'rely', 'on', 'one', 'id', 'Ifie.e', 'lnwi.', 'leatiO', 'Cairo', 'pnnf', 'iiikIIv', 'aUjte.', 'CIIArf.', 'T.', '(II.MlK.', 'tli', 'neral', 'AKent,', 'Cairo.', 'iffi', 'e.', 'nn', ""V,'liarn'',"", 'Piii', 'l', 'c', 'I.ntidiiiif.', 'Memphis', 'and', 'St.', 'Louis', 'Packet', 'Company,', '1S70.', 'The', ""(t.',v"", 'nx', 'Iloa!.', ""onii'.-,..'"", 'Hi', 't', 'J.intand', 'will', 'run', 'in', 'the', 'following', 'order', 't', 'Memphis', 'Packets', 'Dial-', 'Arr', ""iral'..ro,"", 'AirueatCalrn', '!', '.', 'I', 'rr.', 'l.r.t.Lf', 'hr', 'tii', 'l', 'i', 'ue.', ""'m."", '1', '1', '.ir', 'nir.Url', 'a.', 'm', 'I', '7', 'glr.', 'k..ur', 'CITTOKCAHIU,', 'ThUr.lyH', 'i..i.', 'Mmday.l', 'a.m', 'Malm,', 'Ma.ieri', 'ar.LLK', 'UKwriim.', 'iV.urday.', 'i', 'p.in', '.litiri.,', '1', 'a.m', 'I', 'nt..', 'Mt!r', 'Vicksburg', 'Packets.', 'lArnte.', 'at', 'Cairo', 'Airin', 'at', 'lalin.', 'IlSAtil.', 'poum.', 'tr.', 'JIAKIILB', 'Ulir,', 'I!try', 'alter-', 'Kvcry', 'niter.', ',', 'Mattel', 'i', 'nate', 'ronday,', ""'"", 'iiatfl', 'porxlay,', 'I.IIMINAltr,', 'ailn.M.', 'at', '1', 'a.m.', 'Conaay,', 'laUri', '""', '1', '.', '""', '.', '""', 'JULIA,', 'Kiry', 'alter-', ',', 'furr', 'filer', 'Callahan.', 'Matr.,', 'nat-', 'Wedne.-', 'nate', 'Uln..', ""KUBICON',"", 'day,', 'at', 'I', 'a', 'm.', ""'"", 'oer,', 'I', 'a.m.', 'Ulnae,', 'Uterj', '""', 'I', ""'"", 'Vinneetin2atHt', 'ln', 'with', '.Vorlliertt', 'Mne', ""I'ucUtl"", 'Ciiniiaii)', ',', 'KtnUiili', ""I'etUel"", 'Company,', 'Oiiinltn', ""I'avltet"", ""'iininii)',"", 'ril', 'VaMoilk', 'ItnlliaiNil', 'l.lnra', 'At', 'Mewri', ""!'"", 'mplii.', 'nnil', 'Willie', 'III', 'vrr', ""I'ni"", 'liri', 'Co.,', 'AiUiiH.n.', 'Itltrr', ""i'ackrl"", 'Coin', 'mii', ',', '.Uniitil', 'mill', 'CIim', 'Ictiili', 'It.', 'It.,', 'and', 'ilU.U.tiiiil', ""'('runt"", 'tire', 'It.', 'II,', 'At', 'V.ekhor', 'wiifi', 'Vnzno', 'lilt', 'rr', ""I'nrkrla,"", 'n', 'I', 'Vlcktliiii', 't;', 'Mt""i', '.Mr', 'I', 'ill', 'In', 'll', 'ItHllrnail', 'lilt', 'a', 'tliroogh', 'billa', 'ladmKWl', 'twkria', 'in', '.1', ""rn'"", ""ii.'."", 'te', 'ni', ""l'V"", 'ra', '1', 'r', 'i', 'ler.', 'I1?A"".', 'T', '1I1MK', '""ienera.', 'Aknl.', 'UttM-e', 'on', 'Wlirl-Iit.', ""XI'."", 'F', 'KViN,', 'T', "".i.''"", 'm.t', ""l'"", 'i', 'i', '.ill', 'Nashville', 'and', 'Cairo', 'Packet', 'Company.', 'y', 'CiiiHnK', 'ol', 'tlm', 'following', 'ISjijilfciulid', 'jittnongpr', 'tPnmcr:', 'Talisman,', '.-THOrJfl', ""Mwiir'"", 'Clerk', 'l,rn.a', 'l.trry', 'Miillllliy', 'ut', 'I', ""!'..(."", 'Tyrone.', 'HAKJION', 'Ma.er.', 'tara', 'l.enti', ""'i"", 'i;erj-', 'Tlnirf', 'ility', 'ul', 'I', 'f.M.', 'John', 'Lunsclen,', ""l'Ali"", '!t-r,', ""t'leik"", ""li'U"", 't', 'i', 'iy', '.Suluritry', 'nt', 'I', ""I'.M,"", ""'ihreuirh"", 'HilN', 'I.ntllii),', '(Mvcn', 'Vln.', '.asli', 't', 'i', '1', '!', 'hiiiI', '(', 'iilro', ""I'flchctH"", 'anil', ""'(.'recn"", ""Line''"", 'To', '.Valtvlllf.', ""t'linlliiiioon,"", ""Ti'iin.;"", ""At'"", 'iHlllM.', 'illllllllllH.', 'ItOlllf.', ""Jll.l'llll."", 'I', 'I', '4iMlttt.', 'Wvt', ""l'ulllt."", '(ifiiruMiiwit,', '.1111.', 'Illl-lllla', 'fall.l', 'll.llfUlllll.', 'A1..I', 'Iltllfa', ""Khiiiv')',"", 'Allt-.', 't', 'IiarlfHlou.', 'U.', ""4'"", 'iSeluia,', 'Smaimli,', 't.n.t', ""U'lliitltiKliiii,"", 'St', ""'."", 'i', 'ii.fiiiiii.il,', 'rf.', '.', '....', '(', 'MAS.', 'T.', 'MIMIK,', 'Aficnt', 'at', 'Cairo.', 'Memphis', 'and', 'Cincinnati', 'racket', 'lompany.', 'HKNICV', 'JO.NS,', ""l're.'t."", 'I', 'HAM', 'J.', 'UAW', ""t-eo'y,"", '.j3-""', '(omK-ei', 'of', 'the', 'follOHlriK', 'firt', ""'"", 't&SS&j', 'ii-nmera.', 'AJ.Ki:', 'OIIA.N', 'John', 'Sunk,', 'MatUr', 'min', ""j'"", 'iiiJH.-trt', 'mint', 'mine', 'JIINMlul.t', 'W.', 'n.', 'Miller', 'MI.VIlll', 'JKID.V', 'lien', 'M.', ""Merrit'lan"", 'hji', 'J.', 'liAi.i:', 'w.', ""1'."", 'waiKir', '""', ""Hi'-Une"", 'niilrndid', 'ateiuniT.i', 'Irate', 'Calm', 'f', 'r', 'midiia', 'fter', 'TiH-eday', 'nnd', 'Hiliinlny,', 'and', 'f', 'i', 'i', 'hi', 'ii', 'e', '1', '1', 'v', 'Krul', 'iy', 'and', 'eulurilay,', 'I', 'IIA-.', 'T-', ""III.M'I:."", 'AKont,', 'fairo.', 'III.', 'tvi', 'ffi.iani', 'warn', 'u', 'n', 'in', 'sin', 'ri']",1489,https://chroniclingamerica.loc.gov/data/batches/iune_juliet_ver01/data/sn88074143/00280761461/1870032601/1489.jp2,"Cairo, Ill.",1870-03-26,John H. Oberly & Co.,0.9372838735580444,https://news-navigator.labs.loc.gov/data/iune_juliet_ver01/data/sn88074143/00280761461/1870032601/1489/002_6_93.jpg,198,visual
mnhi_edina_ver01,"[0.72167872909672, 0.04041739793569905, 0.9500607325025826, 0.501704739818094]",1,mnhi_edina_ver01/data/sn90059522/00175033476/1890041301/0421/002_6_97.jpg,['Minnesota--Ramsey--Saint Paul'],"https://chroniclingamerica.loc.gov/iiif/2/mnhi_edina_ver01%2Fdata%2Fsn90059522%2F00175033476%2F1890041301%2F0421.jp2/pct:72.16,4.05,22.84,46.13/!400,400/0/default.jpg",sn90059522,St. Paul daily globe. [volume],"['■', 'I', 'Sell', 'More', 'Clothing', 'at', 'Retail', 'Than', 'Any', 'Other', 'Retailer', 'in', 'the', 'World.', 'J.', 'L.', 'HUDSON.', '/\\7\\', ':■:', '""Vlh', 'at', 'time', ""c'oes"", 'tho', '10:30', 'train', 'go', 'West?*', '!', '■', ""'■.■■'."", '\\y*v~leX.', 'she', 'asked', 'at', 'ihe', 'Unicn', 'depot', 'yesterday.', '\\', ']^^', ""y^S'"", 'f', '""At', 'exactly', 'thirty', 'minutes', 'to', '/even,', 'ma\'am,""', 'r', '>', 'savagely', 'replied', 'the', 'depot', 'cfficer.', ',', '\\', '\\', '/', ':""-i', 'r\\', '\\\\', '—-^', '""Thanks;', 'Icm', 'always', 'sure', 'of', 'a', 'courteous', 'I', ""'"", '»', 'f/^f^?', 'answer', 'at', 'this', 'depot.""', '.', ""'"", 'J""What', 'time', ""c'oes"", 'tho', '10:30', 'train', 'go', ""West?'"", 'she', 'asked', 'at', 'ihe', 'Unicn', 'depot', 'yesterday.', '""At', 'exactly', 'thirty', 'minutes', 'to', ""'letten,"", 'ma\'am,""', '#', 'Fine', 'Spring', 'Suils!', '""Hanks.', 'Icm', 'a/ways', 'sure', 'of', 'a', 'courteous', 'answer', 'at', 'this', 'depot""', 'Fine', 'Spring', 'Suits!', 'i', '//', 'Not', 'one', 'store', 'in', 'ten', 'has', 'so', '[§', ""■.'.'//"", 'sure', 'a', 'thing', 'on', 'selling', 'Suits', 'I', '/', ""'i"", '.', 'as', 'we', 'have.', 'We', ""don't"", 'keep', '~.', '■""■', ""■'"", 'a', 'mean-quality', 'Clothing.', 'We', ""ss^'"", 'i', 'get', 'the', 'best', 'of', 'everything—', 'g3&m', 'fe^', 'Cloth,', 'Trimmings,', 'Tailoring', 'Prince', 'Albert', 'Suits', 'or', 'Coats', 'and', 'Vests', 'in', 'Black', 'Corkscrew', 'Worsteds,', 'Imported', 'Clays', 'and', 'Handsome', 'Mixtures.', 'Coats', 'and', 'Vests', 'from', '$15', 'to', '$30.', 'Suits,', '$18', 'to', '$38.', 'Q', 'Imported', 'Worsteds,', 'Clays,', 'Handsome', 'Cheviots', 'and', 'Cassimeres', 'in', '3-button', 'Cutaways', 'frcm', 'the', 'very', 'best', 'makers', 'tn', 'America.', 'We', 'call', 'your', 'attention', ';', 'to', 'two', 'or', 'three', 'in', 'particular.', 'Lot', '1373—', 'A', 'Blue-', 'Gray,', 'the', 'latest', 'shade,', 'in', 'a', 'small', 'check,', 'Imported', 'Worsted,', 'made', 'and', 'trimmed', 'equal', 'to', 'the', 'finest', 'Merchant', 'Tailoring', ';', 'price,', '$25.', 'Lot', '378—', 'A', 'trifle', 'larger', 'check,', 'also', 'Imported', 'Worsted,', 'a', 'Very', 'Stylish', 'Suit', 'for', 'Young', 'Men', ';', 'price,', '$24.', 'Lot', '6694', '—A', 'Plain', 'Gray', 'Clay', 'Worsted,', 'just', 'the', 'thing', 'for', 'a', ""Gentleman's"", 'Summer', 'Suit', ';', '$22.', 'Lot', '6170—', 'Gray', 'Check', 'American', 'Cassimere,', 'excellent', 'for', 'wear', 'and', 'very', 'stylish', ';', 'only', '$18.', 'In', 'Black', 'and', 'Blue', 'Serges,', 'Cheviots', 'and', 'Wor', 'steds', 'we', 'are', 'showing', 'a', 'full', 'line', 'from', '$15', 'to', '$25.', 'Sack', 'Suits', 'of', 'every', 'conceivable', 'texture', 'and', 'shade,', 'from', 'the', 'best', 'manufacturers', 'in', 'the', 'coun', 'try.', 'Buying', 'as', 'we', 'do', 'in', 'immense', 'quantities', '(our', 'different', 'stores', 'were', 'represented', 'in', 'New', 'York', 'this', 'season', 'by', 'fourteen', 'buyers),', 'we', 'not', 'only', 'give', 'you', 'the', 'Best', 'Assortment,', 'but', 'also', 'the', 'Lowest', 'Prices', 'Splendid', 'Values', 'in', 'Medium-Priced', 'Suits', ';', '$5', 'to', '$15', ';', 'first', 'floor.', 'Fine', 'Suits', 'and', 'Spring', 'Overcoats,', 'second', 'floor,', 'the', 'largest', 'and', 'best-lighted', 'sales', 'room', 'in', 'the', 'West.', 'Mothers', 'should', 'not', 'fail', 'to', 'see', 'our', 'Spring', 'show', 'ing', 'of', 'Nobby', 'Clothing', 'for', ""Boys'"", 'and', ""Children's"", 'wear.', 'One', 'price', 'to', 'all.', 'Terms', 'cash.', 'Money', 'refunded', 'on', 'any', 'purchase', 'not', 'satisfactory.', 'Hi', 'Wm', 'KS', 'S', '</•', 'Hi', '■■&', 'jHr^', '\\', 'O|', '1', 'h|', 'I^WERSm^^', '[', 'THE', 'CLOTHIER,', 'Ryan', 'Building,', '-', 'Si,', 'Jinn.']",421,https://chroniclingamerica.loc.gov/data/batches/mnhi_edina_ver01/data/sn90059522/00175033476/1890041301/0421.jp2,"Saint Paul, Minn.",1890-04-13,St. Paul Globe Print. Co.,0.9764893651008606,https://news-navigator.labs.loc.gov/data/mnhi_edina_ver01/data/sn90059522/00175033476/1890041301/0421/002_6_97.jpg,462,visual
vi_blass_ver01,"[0.003704150794690494, 0.05035819560039782, 0.16055780337662648, 0.13563270930935056]",1,vi_blass_ver01/data/sn84024735/0041566431A/1850081301/0457/001_6_94.jpg,['Virginia--Richmond--Richmond'],"https://chroniclingamerica.loc.gov/iiif/2/vi_blass_ver01%2Fdata%2Fsn84024735%2F0041566431A%2F1850081301%2F0457.jp2/pct:0.37,5.04,15.69,8.53/!400,400/0/default.jpg",sn84024735,Richmond enquirer. [volume],"['gl.', 'H.MON', 'L?,', 'AUGUST', '13-liVc.H', 'WATER,', ""4.'-?,"", 'P.', 'ARRIVED,', '%', 'Hri^', 'Richmond,', 'Lindscy,', 'Portland.', 'Schr.', "".'as."", 'Perry,', 'Phillips,', 'Baltimore.', ""Si'br."", 'Cumbria,', 'Mitchell.', 'S', 'hr.', 'Knight,', 'North.', 'S.', 'hr.', 'Emma,', 'Aaron,', 'James', 'River.', 'SAILED,', 'Srhr.', 'Courier,', 'Baker,', 'Boston.', 'S-hr.', 'Ann', 'Eliza,', 'Jones,', 'Baltimore.', ""S'hr."", 'Chas.', 'Kent,', '.North.', 'from', 'Hichmond', 'Heading', 'Room', 'Hooks,', 'August', '12th.', 'The', 'steamer', 'Curtis', 'Peck', 'from', 'Norfolk,', 'makes', 'the', 'follow', 'i-.', 'report', 'of', 'vessels', 'below,', 'bound', 'up', ':', 'Stephen', 'Young', 'and', 'barque', 'Frederick', 'Doming.', 'Sh:t>', 'M', '""\'?*', ',,n^', ""Scl,r'"", 'Ma""eUa', ""Burr'"", '?f', 'York.', 'Si', 'iu.', 'V\\', 'in.', 'E.', 'Leg^ett,', 'with', "".'umber."", ""v',i"", '(irav', ""1'r.gle"", 'unU', 'Schr.', 'Teltgrapli.', 'S', '.ded', ""li'oi.i"", 'U', 'uiiplon', 'Roads', 'this', 'morning', 'Schrs.', 'Y', ',-t', 'lir?enw', 'ty,', 'Courier,', 'punburg,', 'and', 'Minerva,', 'with', '*', ""'"", ""'"", '.', ""I.'"", 'V', ""U'"", 'or*.', 'I', 'l<ni>', 'tf.ln']",457,https://chroniclingamerica.loc.gov/data/batches/vi_blass_ver01/data/sn84024735/0041566431A/1850081301/0457.jp2,"Richmond, Va.",1850-08-13,Thomas Ritchie,0.9496482014656067,https://news-navigator.labs.loc.gov/data/vi_blass_ver01/data/sn84024735/0041566431A/1850081301/0457/001_6_94.jpg,78,text_only
ncu_blueberry_ver01,"[0.8039893259556966, 0.17616006012901572, 0.9351917667040123, 0.4535941321476632]",1,ncu_blueberry_ver01/data/sn91068401/00279559551/1940061401/0557/003_6_99.jpg,['North Carolina--Vance--Henderson'],"https://chroniclingamerica.loc.gov/iiif/2/ncu_blueberry_ver01%2Fdata%2Fsn91068401%2F00279559551%2F1940061401%2F0557.jp2/pct:80.39,17.62,13.13,27.75/!400,400/0/default.jpg",sn91068401,Henderson daily dispatch.,"['BIG', 'SPECIAL!', 'Tussy', '$', 'I*®', 'O', 'I4H', 'oz.', 'A', 'summer', 'supply', 'of', 'this', 'grand', 'summer', 'cleanser)', 'The', 'light,', 'fluffy', 'cream', 'quickly', 'removes', 'dust,', 'stale', 'make-up,', 'excess', 'oil.', 'Cool', 'and', 'soothing', 'after', 'sun,', 'wind,', 'exposure', 'Leaves', 'skin', 'looking', 'fine,', 'radiantly', 'clean.', 'Bio', 'family', 'size.']",557,https://chroniclingamerica.loc.gov/data/batches/ncu_blueberry_ver01/data/sn91068401/00279559551/1940061401/0557.jp2,"Henderson, N.C.",1940-06-14,Henderson Dispatch Co.,0.9900375604629517,https://news-navigator.labs.loc.gov/data/ncu_blueberry_ver01/data/sn91068401/00279559551/1940061401/0557/003_6_99.jpg,989,visual
in_goldman_ver01,"[0.7248627024782456, 0.06042224938789623, 0.9501943938146754, 0.2470386893636791]",1,in_goldman_ver01/data/sn82015313/00383349278/1930070201/0021/002_6_99.jpg,['Indiana--Marion--Indianapolis'],"https://chroniclingamerica.loc.gov/iiif/2/in_goldman_ver01%2Fdata%2Fsn82015313%2F00383349278%2F1930070201%2F0021.jp2/pct:72.48,6.05,22.54,18.67/!400,400/0/default.jpg",sn82015313,The Indianapolis times. [volume],"['Sale!', 'Misses’', 'SHOES', 'Several', 'styles', 'of', 'shoes', 'for', 'the', 'young', 'girl', 'who', 'still', 'wears', 'low', 'heels.', 'Sport', 'shoes', 'with', 'crepe', 'soles', 'included.', 'Regular', 'values', '$3.50', 'and', '$4.', 'Sizes', 'lli/', '2', 'to', '2.', '§touts', '§hoe§tores', '318-332', 'Massachusetts', 'Ave.—2nd', 'Block', '352-354', 'W.', 'Washington', 'St.']",21,https://chroniclingamerica.loc.gov/data/batches/in_goldman_ver01/data/sn82015313/00383349278/1930070201/0021.jp2,Indianapolis [Ind.],1930-07-02,Indianapolis Daily Times Co.,0.9954463839530945,https://news-navigator.labs.loc.gov/data/in_goldman_ver01/data/sn82015313/00383349278/1930070201/0021/002_6_99.jpg,823,visual
ct_hickory_ver01,"[0.4418370863970588, 0.059297496548284846, 0.5640990313361672, 0.1790552236928061]",1,ct_hickory_ver01/data/sn93053725/00271762896/1900111401/0328/006_6_94.jpg,['Connecticut--New Haven--Waterbury'],"https://chroniclingamerica.loc.gov/iiif/2/ct_hickory_ver01%2Fdata%2Fsn93053725%2F00271762896%2F1900111401%2F0328.jp2/pct:44.18,5.93,12.23,11.98/!400,400/0/default.jpg",sn93053725,Waterbury Democrat. [volume],"['Appropriate', 'to', 'the', 'Winter', 'season,', 'which', 'has', 'just', 'made', 'its', 'bow,', 'we', 'have', 'a', 'most', 'complete', 'line', 'of', 'v', '....', 'SILK', 'AND', 'WOOLEN', 'Bonnets,', 'Caps', 'and', 'Hoods', 'for', 'the', 'lit', 'tle', 'folks.', 'This', 'department', 'has', 'had', 'special', 'at', 'tention,', 'as', 'is', 'evidenced', 'by', 'the', 'large', 'line', 'of', 'the', 'most', 'attractive', 'styles', 'procurable.', '!.', 'CHASE,', 'EXCHANGE', 'PLACE.']",328,https://chroniclingamerica.loc.gov/data/batches/ct_hickory_ver01/data/sn93053725/00271762896/1900111401/0328.jp2,Waterbury [Connecticut],1900-11-14,,0.9431113004684448,https://news-navigator.labs.loc.gov/data/ct_hickory_ver01/data/sn93053725/00271762896/1900111401/0328/006_6_94.jpg,570,text_only
me_allagash_ver02,"[0.1712798946264064, 0.207172560883039, 0.28922834325486424, 0.24317227080602252]",1,me_allagash_ver02/data/sn83009571/00279523891/1860122801/0214/003_6_95.jpg,['Maine--York--Biddeford'],"https://chroniclingamerica.loc.gov/iiif/2/me_allagash_ver02%2Fdata%2Fsn83009571%2F00279523891%2F1860122801%2F0214.jp2/pct:17.12,20.72,11.8,3.6/!400,400/0/default.jpg",sn83009571,The Union and journal. [volume],"['JE.', 'LANE,', 'ti', 'aciii:kj_)F', 'music.', 'Ron**in', 'Qrmr', ""Ah*ixtiiit'i"", 'I!', 'lock,', '(n.arlj', 'u|)p<>»lt«', 'Hit', 'poll', 'Offlc*)', 'DIDDFFORD,', '3u»4i', 'MAINE.']",214,https://chroniclingamerica.loc.gov/data/batches/me_allagash_ver02/data/sn83009571/00279523891/1860122801/0214.jp2,"Biddeford, Me.",1860-12-28,L.O. Cowan,0.9516444802284241,https://news-navigator.labs.loc.gov/data/me_allagash_ver02/data/sn83009571/00279523891/1860122801/0214/003_6_95.jpg,120,text_only
nmu_emerson_ver01,"[0.7186816011495258, 0.4857598955539163, 0.981074318956973, 0.5769404464525214]",1,nmu_emerson_ver01/data/sn84020631/00415627907/1890091001/0871/000_6_96.jpg,['New Mexico--Santa Fe--Santa Fe'],"https://chroniclingamerica.loc.gov/iiif/2/nmu_emerson_ver01%2Fdata%2Fsn84020631%2F00415627907%2F1890091001%2F0871.jp2/pct:71.86,48.58,26.24,9.12/!400,400/0/default.jpg",sn84020631,Santa Fe daily New Mexican. [volume],"['CAPACITY', '.', 'mi', 'r', 'ii', ""I'll"", 'i.niu', 'v', 'nrxruu', 'm', 'i', '.i', 'i', 'y', 'av', ""'"", '.', ""WWW'"", 'af--', 'PROPRIETORS', '150,000', 'BARRELS', 'PER', 'ANNUM', 'Brewed', 'exclusively', 'of', 'Bohemian', 'Hope', 'ana', 'seieciea', 'voioraao', 'tsariey.', 'pileeper', 'Bottled', 'Beer', 'a', 'Specialty', 'ADOLPH', 'J.', 'ZANG,', 'General', 'Manager.']",871,https://chroniclingamerica.loc.gov/data/batches/nmu_emerson_ver01/data/sn84020631/00415627907/1890091001/0871.jp2,"Santa Fe, N.M.",1890-09-10,C.B. Hayward,0.961871325969696,https://news-navigator.labs.loc.gov/data/nmu_emerson_ver01/data/sn84020631/00415627907/1890091001/0871/000_6_96.jpg,435,text_only
az_campfiregoneout_ver03,"[0.055494310697290695, 0.6841043047430391, 0.2301209493167481, 0.9565619638934143]",1,az_campfiregoneout_ver03/data/sn84021917/00414216833/1950110201/0244/002_6_97.jpg,['Arizona--Maricopa--Phoenix'],"https://chroniclingamerica.loc.gov/iiif/2/az_campfiregoneout_ver03%2Fdata%2Fsn84021917%2F00414216833%2F1950110201%2F0244.jp2/pct:5.54,68.42,17.47,27.25/!400,400/0/default.jpg",sn84021917,Arizona sun. [volume],"['ELECT', 'ralir', '•', ""->/-'■"", '%', 'Jeff', 'H.', 'Durham', 'Republican', 'Candidate', 'for', 'Constable', 'He', 'has', 'lived', 'in', 'Phoenix', 'for', 'twenty-one', 'years,', 'is', 'a', 'property', 'owner', 'and', 'a', 'successful', 'business', 'man,', 'active', 'in', 'political', 'and', 'civic', 'movements,', 'deacon', 'of', 'the', 'First', 'Institutional', 'Baptist', 'Church', 'and', 'chairman', 'of', 'its', 'finance', 'committee,', 'and.,', 'is', '..a', '..thirty-second.,', 'degree']",244,https://chroniclingamerica.loc.gov/data/batches/az_campfiregoneout_ver03/data/sn84021917/00414216833/1950110201/0244.jp2,"Phoenix, Ariz.",1950-11-02,Arizona Sun Pub. Co.,0.9746983647346497,https://news-navigator.labs.loc.gov/data/az_campfiregoneout_ver03/data/sn84021917/00414216833/1950110201/0244/002_6_97.jpg,1050,visual
